County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2022,School Number,School Name,Instruction Type,Charter Type,AEA,Magnet Status,Residential Facility,NCES School ID,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2022,School Status,School Status Date,Update Date
'243,WICHITA COUNTY,'09,'09,'09,'243902,ELECTRA ISD,INDEPENDENT,'4818330,P O BOX 231,ELECTRA,TX,76360-0231,400 E ROOSEVELT AVE,ELECTRA,TX,76360-1936,(940) 432-3804,(940) 495-3945,don.hasley@electraisd.net,www.electraisd.net/,MR DON HASLEY   ,456,'243902001,ELECTRA JUNIOR/SENIOR HIGH,REGULAR INSTRUCTIONAL,,N,N,N,'481833001724,200 W ANDERSON,ELECTRA,TX,76360-2799,200 W ANDERSON,ELECTRA,TX,76360-2799,(940) 432-3812,(940) 257-2815,adam.bell@electraisd.net,www.electraisd.net,DR ADAM BELL   ,'07-12,179,Active, ,8/8/23 5:38
'243,WICHITA COUNTY,'09,'09,'09,'243903,IOWA PARK CISD,INDEPENDENT,'4824260,P O BOX 898,IOWA PARK,TX,76367-0898,328 E HWY,IOWA PARK,TX,76367,(940) 592-4193,(940) 592-2136,smoody@ipcisd.net,www.ipcisd.net/,MR STEVEN JAY MOODY   ,1895,'243903001,IOWA PARK H S,REGULAR INSTRUCTIONAL,,N,N,N,'482426002703,#1 BOB DAWSON DR,IOWA PARK,TX,76367-1199,#1 BOB DAWSON DR,IOWA PARK,TX,76367-1199,(940) 592-2144,(940) 592-2677,cmcfadden@ipcisd.net,www.ipcisd.net,CLIFTON MCFADDEN   ,'09-12,544,Active, ,8/8/23 5:38
'243,WICHITA COUNTY,'09,'09,'09,'243905,WICHITA FALLS ISD,INDEPENDENT,'4845780,P O BOX 97533,WICHITA FALLS,TX,76307,1104 BROAD ST,WICHITA FALLS,TX,76301-4412,(940) 235-1000,(940) 720-3228,dlee@wfisd.net,www.wfisd.net,DR DONNY LEE   ,13296,'243905001,HIRSCHI H S,REGULAR INSTRUCTIONAL,,N,Y,N,'484578005210,3106 BORTON ST,WICHITA FALLS,TX,76305-2999,3106 BORTON ST,WICHITA FALLS,TX,76305-2999,(940) 235-1070,(940) 235-1300,dalbus@wfisd.net,www.wfisd.net,MR DOUG ALBUS   ,'09-12,790,Active, ,8/8/23 5:38
'243,WICHITA COUNTY,'09,'09,'09,'243906,CITY VIEW ISD,INDEPENDENT,'4814130,1600-A CITY VIEW DR,WICHITA FALLS,TX,76306,1600-A CITY VIEW DR,WICHITA FALLS,TX,76306,(940) 855-4042,(940) 851-8889,jthomas@cityview-isd.net,www.cityview-isd.net,DR JESSE THOMAS   ,1133,'243906001,CITY VIEW JUNIOR/SENIOR HIGH,REGULAR INSTRUCTIONAL,,N,N,N,'481413008954,1600 CITY VIEW DR,WICHITA FALLS,TX,76306,1600 CITY VIEW DR,WICHITA FALLS,TX,76306,(940) 855-7511,(940) 851-5027,kwilliams@cityview-isd.net,www.cityview-isd.net/,MRS KIM WILLIAMS   ,'06-12,627,Active, ,8/8/23 5:38
'244,WILBARGER COUNTY,'09,'09,'09,'244901,HARROLD ISD,INDEPENDENT,'4822620,18106 STEWART ST,HARROLD,TX,76364-0400,18106 STEWART ST,HARROLD,TX,76364-0400,(940) 886-2213,(940) 886-2215,cody.patton@harroldisd.net,www.harroldisd.net,MR CODY PATTON   ,138,'244901001,HARROLD SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482262002298,18106 STEWART ST,HARROLD,TX,76364-0400,18106 STEWART ST,HARROLD,TX,76364-0400,(940) 886-2213,(940) 886-2215,roy.longcrier@harroldisd.net,www.harroldisd.net/,MR ROY LONGCRIER   ,'EE-12,138,Active, ,8/8/23 5:38
'244,WILBARGER COUNTY,'09,'09,'09,'244903,VERNON ISD,INDEPENDENT,'4844110,1713 WILBARGER ST,VERNON,TX,76384-4741,1713 WILBARGER ST,VERNON,TX,76384-4741,(940) 553-1900,(940) 553-3802,kermit.ward@visdtx.org,www.vernonisd.org,DR KERMIT WARD   ,1792,'244903001,VERNON H S,REGULAR INSTRUCTIONAL,,N,N,N,'484411004998,2102 YUCCA LN,VERNON,TX,76384-4999,2102 YUCCA LN,VERNON,TX,76384-4999,(940) 553-3377,(940) 553-4531,glen.hutchins@visdtx.org,www.vernonisd.org,MR GLEN HUTCHINS   ,'09-12,532,Active, ,8/8/23 5:38
'244,WILBARGER COUNTY,'09,'09,'09,'244905,NORTHSIDE ISD,INDEPENDENT,'4833090,18040 HWY 283 N,VERNON,TX,76384-9801,18040 HWY 283 N,VERNON,TX,76384-9801,(940) 552-2551,(940) 553-4919,benny.barnett@northsidek12.us,northsideisd.us/,BENNY BARNETT   ,243,'244905001,NORTHSIDE SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'483309003728,18040 HWY 283 N,VERNON,TX,76384-9801,18040 HWY 283 N,VERNON,TX,76384-9801,(940) 552-2551,(940) 553-4913,benny.barnett@northsidek12.us,www.northsideisd.us,BENNY BARNETT   ,'KG-12,243,Active, ,8/8/23 5:38
'245,WILLACY COUNTY,'01,'01,'01,'245901,LASARA ISD,INDEPENDENT,'4826850,P O BOX 57,LASARA,TX,78561-0057,6160 E SIXTH ST,LASARA,TX,78561,(956) 642-5473,(956) 642-3546,asalazar@lasaraisd.net,www.lasaraisd.net,MR ALEJOS SALAZAR JR   ,351,'245901001,LASARA H S,REGULAR INSTRUCTIONAL,,N,N,N,'482685011951,P O BOX 57,LASARA,TX,78561,11932 JONES ST,LASARA,TX,78561,(956) 642-3271,(956) 642-3546,sosuna@lasaraisd.net,,MR ISRAEL QUINTANILLA   ,'09-12,100,Active,6/13/07,8/8/23 5:38
'245,WILLACY COUNTY,'01,'01,'01,'245902,LYFORD CISD,INDEPENDENT,'4828620,P O BOX 220,LYFORD,TX,78569-0220,8240 SIMON GOMEZ BLVD,LYFORD,TX,78569-9999,(956) 347-3900 ext:201,(956) 347-5588,linda.saenz@lyfordcisd.net,www.lyfordcisd.net,DR MICHELLE CRYSTAL DEWITT   ,1396,'245902001,LYFORD H S,REGULAR INSTRUCTIONAL,,N,N,N,'482862003241,P O BOX 220,LYFORD,TX,78569-0220,8125 W HIGH SCHOOL CIR,LYFORD,TX,78569-0220,(956) 347-3909 ext:278 ,(956) 347-5034,alma.alvarez@lyfordcisd.net,,MRS ALMA ALVAREZ   ,'09-12,472,Active, ,8/8/23 5:38
'245,WILLACY COUNTY,'01,'01,'01,'245903,RAYMONDVILLE ISD,INDEPENDENT,'4836540,419 FM 3168,RAYMONDVILLE,TX,78580-3351,419 FM 3168,RAYMONDVILLE,TX,78580-3351,(956) 689-8176 ext:4100,(956) 689-0201,sroane@raymondvilleisd.org,www.raymondvilleisd.org,MR STETSON ROANE   ,2018,'245903001,RAYMONDVILLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'483654004098,419 FM 3168,RAYMONDVILLE,TX,78580-3351,601 FM 3168,RAYMONDVILLE,TX,78580-3351,(956) 689-8170 ext:4131,(956) 689-8152,valdezjr@raymondvilleisd.org,www.raymondvilleisd.org,MR RAUL VALDEZ   ,'09-12,508,Active, ,8/8/23 5:38
'245,WILLACY COUNTY,'01,'01,'01,'245904,SAN PERLITA ISD,INDEPENDENT,'4839000,P O BOX 37,SAN PERLITA,TX,78590-0037,22987 TROJAN DR,SAN PERLITA,TX,78590-0037,(956) 248-5563,(956) 248-5561,ddrodriguez@spisd.org,www.spisd.org,MR ALBERT BYROM   ,211,'245904002,SAN PERLITA H S,REGULAR INSTRUCTIONAL,,N,N,N,'483900007484,P O BOX 37,SAN PERLITA,TX,78590-0037,E HWY 186 1 MI N F M 2209,SAN PERLITA,TX,78590-0037,(956) 248-5250,(956) 248-5103,lkilbourn@spisd.org,www.spisd.org,MS ANNETTE ARREDONDO   ,'09-12,70,Active,7/1/90,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246801,MERIDIAN WORLD SCHOOL LLC,CHARTER,'4801422,2555 N IH-35,ROUND ROCK,TX,78664,2555 N IH-35,ROUND ROCK,TX,78664,(512) 660-5230,(512) 660-5231,k.nunn@mwschool.org,www.mwschool.org,KARALEI NUNN   ,1690,'246801001,MERIDIAN WORLD SCHOOL LLC,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480142212570,2555 N IH-35,ROUND ROCK,TX,78664,2555 N IH-35,ROUND ROCK,TX,78664,(512) 660-5230,(512) 660-5231,rfernandez@mwschool.org,www.mwschool.org,CRYSTAL LANE   MELISSA REESE   STELA HOLCOMBE   ,'KG-12,1690,Active,8/22/11,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246802,GOODWATER MONTESSORI SCHOOL,CHARTER,'4801458,710 STADIUM DR,GEORGETOWN,TX,78626,710 STADIUM DR,GEORGETOWN,TX,78626,(512) 966-5484,(999) 999-9999,bruce.tabor@goodwatermontessori.org,www.GoodwaterMontessori.org,DR BRUCE TABOR   ,410,'246802001,GOODWATER MONTESSORI SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480145813449,710 STADIUM DR,GEORGETOWN,TX,78626,710 STADIUM DR,GEORGETOWN,TX,78626,(512) 966-5484,(999) 999-9999,bruce.tabor@goodwatermontessori.org,www.GoodwaterMontessori.org,DR BRUCE TABOR   ,'EE-08,410,Active,8/23/17,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246902,FLORENCE ISD,INDEPENDENT,'4819320,306 COLLEGE AVE,FLORENCE,TX,76527,306 COLLEGE AVE,FLORENCE,TX,76527,(254) 793-2850,(254) 793-3055,sslade@florenceisd.net,florenceisd.net,MR RICK KIRKPATRICK   ,1167,'246902001,FLORENCE H S,REGULAR INSTRUCTIONAL,,N,N,N,'481932001791,401 FM 970,FLORENCE,TX,76527-0488,401 FM 970,FLORENCE,TX,76527-0488,(254) 793-2495,(254) 793-3784,lcrow@florenceisd.net,,DR RUSSELL PORTERFIELD   ,'09-12,377,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246904,GEORGETOWN ISD,INDEPENDENT,'4820600,507 E UNIVERSITY AVE,GEORGETOWN,TX,78626,507 E UNIVERSITY AVE,GEORGETOWN,TX,78626,(512) 943-5000,(512) 943-5004,communityrelations@georgetownisd.org,www.georgetownisd.org,LINDSAY HARRIS   ,13155,'246904001,GEORGETOWN H S,REGULAR INSTRUCTIONAL,,N,N,N,'482060002068,2211 N AUSTIN AVE,GEORGETOWN,TX,78626-4504,2211 N AUSTIN AVE,GEORGETOWN,TX,78626-4504,(512) 943-5100,(512) 943-5109,communityrelations@georgetownisd.org,www.georgetownisd.org/ghs,MR BRIAN JOHNSON   ,'09-12,2013,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246905,GRANGER ISD,INDEPENDENT,'4821590,P O BOX 578,GRANGER,TX,76530-0578,300 N COLORADO ST,GRANGER,TX,76530-0578,(512) 859-2173 ext:1100,(512) 859-2446,jneatherlin@granger.txed.net,www.grangerisd.net/,MS JENI NEATHERLIN   ,549,'246905001,GRANGER SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482159002173,P O BOX 578,GRANGER,TX,76530-0578,300 N COLORADO ST,GRANGER,TX,76530-0578,(512) 859-2173,(512) 859-2446,jneatherlin@granger.txed.net,www.esc13.net/granger,SHANE WAGNER   ,'EE-12,549,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246906,HUTTO ISD,INDEPENDENT,'4824100,200 COLLEGE ST,HUTTO,TX,78634-0430,200 COLLEGE ST,HUTTO,TX,78634-0430,(737) 327-5239,(512) 759-4797,linda.reynaga@huttoisd.net,www.hipponation.org,DR CELINA ESTRADA THOMAS   ,9620,'246906001,HUTTO H S,REGULAR INSTRUCTIONAL,,N,N,N,'482410002686,101 FM 685,HUTTO,TX,78634-0430,101 FM 685,HUTTO,TX,78634-0430,(512) 759-4700,(512) 759-4757,jonathan.smith@huttoisd.net,www.hipponation.org,MR JONATHAN SMITH   ,'10-12,2010,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246907,JARRELL ISD,INDEPENDENT,'4824600,108 E AVE F,JARRELL,TX,76537,108 E AVE F,JARRELL,TX,76537,(512) 746-2124,(512) 746-2518,toni.hicks@jarrellisd.org,www.jarrellisd.org,DR TONI HICKS   ,3360,'246907001,JARRELL H S,REGULAR INSTRUCTIONAL,,N,N,N,'482460002756,1100 W FM 487,JARRELL,TX,76537,1100 W FM 487,JARRELL,TX,76537,(512) 746-2188 ext:4001,(512) 746-2183,andrew.maddox@jarrellisd.org,www.jarrellisd.org,ANDREW MADDOX   ,'09-12,868,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246908,LIBERTY HILL ISD,INDEPENDENT,'4827420,301 FORREST ST,LIBERTY HILL,TX,78642,301 FORREST ST,LIBERTY HILL,TX,78642,(512) 260-5580,(512) 260-5581,ssnell@libertyhill.txed.net,www.libertyhill.txed.net/,STEVEN SNELL   ,7869,'246908001,LIBERTY HILL H S,REGULAR INSTRUCTIONAL,,N,N,N,'482742003085,16500 W STATE HWY 29,LIBERTY HILL,TX,78642,16500 W STATE HWY 29,LIBERTY HILL,TX,78642,(512) 260-5500,(512) 260-5510,bellison@libertyhill.txed.net,,MR BRYON ELLISON   ,'09-12,2001,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246909,ROUND ROCK ISD,INDEPENDENT,'4838080,1311 ROUND ROCK AVE,ROUND ROCK,TX,78681-4941,1311 ROUND ROCK AVE,ROUND ROCK,TX,78681-4941,(512) 464-5000,(512) 464-5055,superintendent_rrisd@roundrockisd.org,www.roundrockisd.org,DR HAFEDH AZAIEZ   ,46510,'246909001,ROUND ROCK H S,REGULAR INSTRUCTIONAL,,N,N,N,'483808004254,201 DEEPWOOD DR,ROUND ROCK,TX,78681,201 DEEPWOOD DR,ROUND ROCK,TX,78681-4997,(512) 464-6000,(512) 464-6190,matt_groff@roundrockisd.org,schools.roundrockisd.org/rrhs/,MATTHEW GROFF   ,'09-12,3773,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246911,TAYLOR ISD,INDEPENDENT,'4842280,3101 N MAIN ST STE 104,TAYLOR,TX,76574-2998,3101 N MAIN ST STE 104,TAYLOR,TX,76574-2998,(512) 365-1391,(512) 365-3800,vroth@taylorisd.org,www.taylorisd.org,DR DEVIN PADAVIL   ,3138,'246911001,TAYLOR H S,REGULAR INSTRUCTIONAL,,N,N,N,'484228004808,355 FM 973,TAYLOR,TX,76574-1298,355 FM 973,TAYLOR,TX,76574-1298,(512) 365-1291,(512) 365-9334,mwamble@taylorisd.org,www.taylorisd.org,MR MATTHEW WAMBLE   ,'09-12,907,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246912,THRALL ISD,INDEPENDENT,'4842660,201 S BOUNDS ST,THRALL,TX,76578-0398,201 S BOUNDS ST,THRALL,TX,76578-0398,(512) 898-0062,(512) 898-5349,thooker@thrallisd.org,www.thrallisd.org,MR TOMMY HOOKER   ,819,'246912001,THRALL H S,REGULAR INSTRUCTIONAL,,N,N,N,'484266004872,201 S BOUNDS ST,THRALL,TX,76578-0398,601 S BOUNDS ST,THRALL,TX,76578-0398,(512) 898-5193 ext:226 ,(512) 898-2132,tdube@thrallisd.org,www.thrallisd.com,MR NICOLE TINDOL   ,'09-12,254,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246913,LEANDER ISD,INDEPENDENT,'4827030,P O BOX 218,LEANDER,TX,78646-0218,204 W S ST,LEANDER,TX,78641-1806,(512) 570-0000,(512) 570-0054,Bruce.Gearing@leanderisd.org,www.leanderisd.org,DR BRUCE GEARING   ,42415,'246913001,LEANDER H S,REGULAR INSTRUCTIONAL,,N,N,N,'482703003042,3301 S BAGDAD RD,LEANDER,TX,78641-2398,3301 S BAGDAD RD,LEANDER,TX,78641-2398,(512) 570-1000,(512) 570-1005,lhs@leanderisd.org,,CHRIS SIMPSON   ,'09-12,2218,Active, ,8/8/23 5:38
'246,WILLIAMSON COUNTY,'13,'13,'13,'246914,COUPLAND ISD,INDEPENDENT,'4815420,620 S COMMERCE ST,COUPLAND,TX,78615-0217,620 S COMMERCE,COUPLAND,TX,78615-0217,(512) 856-2422,(512) 856-2222,apilger@couplandisd.org,www.couplandisd.org,MR ADREN PILGER   ,285,'246914101,COUPLAND EL,REGULAR INSTRUCTIONAL,,N,N,N,'481542001119,620 S COMMERCE ST,COUPLAND,TX,78615,620 S COMMERCE ST,COUPLAND,TX,78615,(512) 856-2422,(512) 856-2222,Tbrinkman@COUPLANDISD.ORG,www.couplandisd.org,MRS TAMMY BRINKMAN   ,'EE-08,285,Active,9/1/78,8/8/23 5:38
'247,WILSON COUNTY,'20,'20,'20,'247901,FLORESVILLE ISD,INDEPENDENT,'4819350,1200 5TH ST,FLORESVILLE,TX,78114-1852,1200 5TH ST,FLORESVILLE,TX,78114-1852,(830) 393-5300,(830) 393-5399,askted@fisd.us,www.fisd.us,DR JASON GILSTRAP   ,4042,'247901001,FLORESVILLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'481935001792,1813 TIGER LN,FLORESVILLE,TX,78114-2197,1813 TIGER LN,FLORESVILLE,TX,78114-2197,(830) 393-5370,(830) 393-5719,webmaster@fisd.us,www.fisd.us/High/,DR JOESPEH FARNSWORTH   ,'09-12,1246,Active, ,8/8/23 5:38
'247,WILSON COUNTY,'20,'20,'20,'247903,LA VERNIA ISD,INDEPENDENT,'4826310,315 BLUEBONNET RD,LA VERNIA,TX,78121-9554,13600 US HWY 87 W,LA VERNIA,TX,78121-9554,(830) 779-6600,(830) 779-2304,hensley.cone@lvisd.org,www.lvisd.org,DR HENSLEY CONE   ,3515,'247903001,LA VERNIA H S,REGULAR INSTRUCTIONAL,,N,N,N,'482631002968,315 BLUEBONNET RD,LA VERNIA,TX,78121-9554,225 BLUEBONNET RD,LA VERNIA,TX,78121-9554,(830) 779-6630,(830) 779-3218,anthony.kosub@lvisd.org,www.lvisd.org,MR JEFFREY CLOUSE   ,'09-12,981,Active, ,8/8/23 5:38
'247,WILSON COUNTY,'20,'20,'20,'247904,POTH ISD,INDEPENDENT,'4835550,P O BOX 250,POTH,TX,78147-0250,510 TITCOMB ST,POTH,TX,78147-0250,(830) 484-3330 ext:2002,(830) 484-2961,achohlis@pothisd.us,www.pothisd.us,ASHLEY CHOHLIS   ,935,'247904001,POTH H S,REGULAR INSTRUCTIONAL,,N,N,N,'483555004032,P O BOX 250,POTH,TX,78147-0250,506 N DICKSON ST,POTH,TX,78147-0250,(830) 484-3322 ext:5000,(830) 484-2961,tdeaver@pothisd.us,www.pothisd.us,LAURA KROLL   ,'09-12,274,Active, ,8/8/23 5:38
'247,WILSON COUNTY,'20,'20,'20,'247906,STOCKDALE ISD,INDEPENDENT,'4841610,P O BOX 7,STOCKDALE,TX,78160-0007,503 S 4TH ST,STOCKDALE,TX,78160-0007,(830) 996-3551,(830) 996-1071,todd.deaver@stockdaleisd.org,www.stockdaleisd.org,TODD DEAVER   ,857,'247906001,STOCKDALE H S,REGULAR INSTRUCTIONAL,,N,N,N,'484161004753,P O BOX 7,STOCKDALE,TX,78160-0007,501 S 6TH ST,STOCKDALE,TX,78160-6000,(830) 996-3103,(830) 996-1046,sandra.lynn@stockdaleisd.org,www.stockdaleisd.org,MRS SANDRA LYNN   ,'09-12,257,Active, ,8/8/23 5:38
'248,WINKLER COUNTY,'18,'18,'18,'248901,KERMIT ISD,INDEPENDENT,'4825560,601 S POPLAR,KERMIT,TX,79745-4712,601 S POPLAR,KERMIT,TX,79745-4712,(432) 586-1000,(432) 586-1016,jrlopez@kermitisd.org,www.kermitisd.org,JOSE R LOPEZ   ,1374,'248901001,KERMIT H S,REGULAR INSTRUCTIONAL,,N,N,N,'482556002845,601 S POPLAR ST,KERMIT,TX,79745-4712,1000 E TOMMY THOMPSON ST,KERMIT,TX,79745-4712,(432) 586-1050,(432) 586-1055,cchayes@kermitisd.org,kermitisd.org,MS CECILIA HAYES   ,'09-12,372,Active, ,8/8/23 5:38
'248,WINKLER COUNTY,'18,'18,'18,'248902,WINK-LOVING ISD,INDEPENDENT,'4846170,P O BOX 637,WINK,TX,79789-0637,200 N ROSEY DODD AVE,WINK,TX,79789-0637,(432) 527-3880 ext:7002,(432) 527-3505,scarman@wlisd.net,www.wlisd.net,MR SCOTTY CARMAN   ,431,'248902001,WINK H S,REGULAR INSTRUCTIONAL,,N,N,N,'484617005269,P O BOX 637,WINK,TX,79789-0637,200 N ROSEY DODD AVE,WINK,TX,79789-0637,(432) 527-3880 ext:7016,(432) 527-3505,kgibson@wlisd.net,www.wlisd.net,MRS KITTIE GIBSON   ,'07-12,212,Active,9/1/78,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249901,ALVORD ISD,INDEPENDENT,'4808100,P O BOX 70,ALVORD,TX,76225-0070,185 MOSLEY LN,ALVORD,TX,76225,(940) 427-5975,(940) 427-2313,kmartin@alvordisd.net,www.alvordisd.net,DR RANDY MARK BROWN   ,821,'249901001,ALVORD H S,REGULAR INSTRUCTIONAL,,N,N,N,'480810000141,P O BOX 70,ALVORD,TX,76225-0070,1049 W BYPASS 287,ALVORD,TX,76225-0070,(940) 427-9643,(940) 427-9648,atefertiller@alvordisd.net,www.alvordisd.net,AARON TEFERTILLER   ,'09-12,236,Active, ,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249902,BOYD ISD,INDEPENDENT,'4811010,600 KNOX AVE,BOYD,TX,76023-3608,600 KNOX AVE,BOYD,TX,76023-3608,(940) 433-2327,(940) 433-9569,lvann@boydisd.net,www.boydisd.net,LESLIE VANN   ,1266,'249902001,BOYD H S,REGULAR INSTRUCTIONAL,,N,N,N,'481101000569,700 KNOX AVE,BOYD,TX,76023-2308,700 KNOX AVE,BOYD,TX,76023-2308,(940) 433-9580,(940) 433-9593,dbourgeois@boydisd.net,www.boydisd.net,MRS JENNIFER RAILSBACK   ,'09-12,386,Active, ,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249903,BRIDGEPORT ISD,INDEPENDENT,'4811340,2107 15TH ST,BRIDGEPORT,TX,76426-0036,2107 15TH ST,BRIDGEPORT,TX,76426-0036,(940) 683-5124,(940) 683-4268,aellis@bridgeportisd.net,www.bridgeportisd.net,MRS AMY ELLIS   ,2058,'249903001,BRIDGEPORT H S,REGULAR INSTRUCTIONAL,,N,N,N,'481134000612,#1 MAROON DR,BRIDGEPORT,TX,76426-3999,#1 MAROON DR,BRIDGEPORT,TX,76426-3999,(940) 683-4064,(940) 683-4014,adodson@bridgeportisd.net,www.bridgeportisd.net,MR ANDREW HOHMAN   ,'09-12,633,Active, ,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249904,CHICO ISD,INDEPENDENT,'4813800,P O BOX 95,CHICO,TX,76431-0095,503 W SHERMAN,CHICO,TX,76431,(940) 644-2228 ext:0   ,(940) 644-5642,rbrawner@chicoisdtx.net,www.chicoisdtx.net,MR RANDY BRAWNER   ,549,'249904001,CHICO H S,REGULAR INSTRUCTIONAL,,N,N,N,'481380000870,P O BOX 95,CHICO,TX,76431-0095,263 FM 2952,CHICO,TX,76431-0095,(940) 644-5783,(940) 644-5876,bcox@chicoisdtx.net,www.chicoisdtx.net,MRS M BREANN COX   ,'09-12,155,Active, ,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249905,DECATUR ISD,INDEPENDENT,'4816500,307 S CATES,DECATUR,TX,76234-2360,307 S CATES,DECATUR,TX,76234-2360,(940) 393-7100 ext:7103,(940) 627-3141,laura.walther@decaturisd.us,www.decaturisd.us,MICHAEL CHAD JONES   ,3838,'249905001,DECATUR H S,REGULAR INSTRUCTIONAL,,N,N,N,'481650001407,750 E EAGLE SUMMIT DR,DECATUR,TX,76234-3609,750 E EAGLE SUMMIT DR,DECATUR,TX,76234-3609,(940) 393-7200,(940) 627-3669,jon.lackey@decaturisd.us,www.decaturisd.us,MR JON LYLE LACKEY   ,'09-12,1140,Active, ,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249906,PARADISE ISD,INDEPENDENT,'4834260,338 SCHOOLHOUSE RD,PARADISE,TX,76073-0646,338 SCHOOLHOUSE RD,PARADISE,TX,76073-0646,(940) 969-5001,(940) 969-5008,wbrewer@pisd.net,www.pisd.net/,WILL BREWER   ,1298,'249906001,PARADISE H S,REGULAR INSTRUCTIONAL,,N,N,N,'483426003808,338 SCHOOL HOUSE RD,PARADISE,TX,76073-0646,338 SCHOOL HOUSE RD,PARADISE,TX,76073-0646,(940) 969-5010,(940) 969-5009,mmathis@pisd.net,www.pisd.net,MR MARK MATHIS   ,'09-12,388,Active, ,8/8/23 5:38
'249,WISE COUNTY,'11,'11,'11,'249908,SLIDELL ISD,INDEPENDENT,'4840470,P O BOX 69,SLIDELL,TX,76267-0069,#1 GREYHOUND LN,SLIDELL,TX,76267-0089,(940) 535-5260 ext:238 ,(832) 917-5234,twilliams@slidellisd.net,www.slidellisd.net,TAYLOR WILLIAMS   ,441,'249908001,SLIDELL SCHOOLS,REGULAR INSTRUCTIONAL,,N,N,N,'484047004583,P O BOX 69,SLIDELL,TX,76267-0069,#1 GREYHOUND LN,SLIDELL,TX,76267-0069,(940) 535-5260 ext:238 ,(832) 917-5234,twilliams@slidellisd.net,www.slidellisd.net,BRAD HAYHURST   LAUREN LUIG   MS THERESA STEVENS   ,'EE-12,441,Active,7/1/96,8/8/23 5:38
'250,WOOD COUNTY,'07,'07,'07,'250902,HAWKINS ISD,INDEPENDENT,'4822770,P O BOX 1430,HAWKINS,TX,75765,179 HAWK DR,HAWKINS,TX,75765,(903) 769-2181,(903) 769-0505,susan.morton@hawkinsisd.org,www.hawkinsisd.org,SUSAN T MORTON   ,769,'250902001,HAWKINS H S / MIDDLE,REGULAR INSTRUCTIONAL,,N,N,N,'482277002308,P O BOX 1430,HAWKINS,TX,75765-1430,179 HAWK DR,HAWKINS,TX,75765-1430,(903) 769-0571 ext:500 ,(903) 769-0573,carla.mcavoy@hawkinsisd.org,www.hawkinsisd.org,DR CARLA MCAVOY   ,'06-12,386,Active,8/7/87,8/8/23 5:38
'250,WOOD COUNTY,'07,'07,'07,'250903,MINEOLA ISD,INDEPENDENT,'4830930,1695 W LOOP 564,MINEOLA,TX,75773-1617,1695 W LOOP 564,MINEOLA,TX,75773-1617,(903) 569-2448,(903) 569-5155,mizec@mineolaisd.net,www.mineolaisd.net,JON CODY MIZE   ,1643,'250903001,MINEOLA H S,REGULAR INSTRUCTIONAL,,N,N,N,'483093003480,900 W PATTEN,MINEOLA,TX,75773-1617,900 W PATTEN,MINEOLA,TX,75773-1617,(903) 569-3000,(903) 569-1930,sauerd@mineolaisd.net,,MR SORENSON MICHAEL   ,'09-12,466,Active, ,8/8/23 5:38
